Code,Area,Year,Measure,Value
E09000004,Bexley,Year ending Dec 2004,Sales,"5,102"
E09000005,Brent,Year ending Dec 2004,Sales,"4,154"
E09000006,Bromley,Year ending Dec 2004,Sales,"7,602"
E09000007,Camden,Year ending Dec 2004,Sales,"3,833"
E09000008,Croydon,Year ending Dec 2004,Sales,"7,709"
E09000009,Ealing,Year ending Dec 2004,Sales,"6,089"
E09000010,Enfield,Year ending Dec 2004,Sales,"6,273"
E09000011,Greenwich,Year ending Dec 2004,Sales,"5,692"
E09000012,Hackney,Year ending Dec 2004,Sales,"3,413"
E09000013,Hammersmith and Fulham,Year ending Dec 2004,Sales,"3,784"
E09000014,Haringey,Year ending Dec 2004,Sales,"4,436"
E09000015,Harrow,Year ending Dec 2004,Sales,"4,034"
E09000016,Havering,Year ending Dec 2004,Sales,"4,861"
E09000017,Hillingdon,Year ending Dec 2004,Sales,"5,588"
E09000018,Hounslow,Year ending Dec 2004,Sales,"4,674"
E09000019,Islington,Year ending Dec 2004,Sales,"3,044"
E09000020,Kensington and Chelsea,Year ending Dec 2004,Sales,"4,086"
E09000021,Kingston upon Thames,Year ending Dec 2004,Sales,"3,939"
E09000022,Lambeth,Year ending Dec 2004,Sales,"6,033"
E09000023,Lewisham,Year ending Dec 2004,Sales,"6,003"
E09000024,Merton,Year ending Dec 2004,Sales,"4,647"
E09000025,Newham,Year ending Dec 2004,Sales,"4,765"
E09000026,Redbridge,Year ending Dec 2004,Sales,"5,900"
E09000027,Richmond upon Thames,Year ending Dec 2004,Sales,"4,998"
E09000028,Southwark,Year ending Dec 2004,Sales,"5,395"
E09000029,Sutton,Year ending Dec 2004,Sales,"4,740"
E09000030,Tower Hamlets,Year ending Dec 2004,Sales,"5,841"
E09000031,Waltham Forest,Year ending Dec 2004,Sales,"4,821"
E09000032,Wandsworth,Year ending Dec 2004,Sales,"8,511"
E09000033,Westminster,Year ending Dec 2004,Sales,"5,226"
E12000001,North East,Year ending Dec 2004,Sales,"60,123"
E12000002,North West,Year ending Dec 2004,Sales,"168,970"
E12000003,Yorkshire And The Humber,Year ending Dec 2004,Sales,"121,497"
E12000004,East Midlands,Year ending Dec 2004,Sales,"105,413"
E12000005,West Midlands,Year ending Dec 2004,Sales,"113,319"
E12000006,East of England,Year ending Dec 2004,Sales,"140,566"
E12000007,London,Year ending Dec 2004,Sales,"166,007"
E12000008,South East,Year ending Dec 2004,Sales,"208,738"
E12000009,South West,Year ending Dec 2004,Sales,"125,970"
E92000001,England,Year ending Dec 2004,Sales,"1,210,603"
W92000024,Wales,Year ending Dec 2004,Sales,"58,431"
K04000021,England And Wales,Year ending Dec 2004,Sales,"1,269,034"
E09000001,City of London,Year ending Mar 2005,Sales,296
E09000002,Barking and Dagenham,Year ending Mar 2005,Sales,"3,206"
E09000003,Barnet,Year ending Mar 2005,Sales,"6,122"
E09000004,Bexley,Year ending Mar 2005,Sales,"4,522"
E09000005,Brent,Year ending Mar 2005,Sales,"3,803"
E09000006,Bromley,Year ending Mar 2005,Sales,"6,965"
E09000007,Camden,Year ending Mar 2005,Sales,"3,605"
E09000008,Croydon,Year ending Mar 2005,Sales,"7,072"
E09000009,Ealing,Year ending Mar 2005,Sales,"5,403"
E09000010,Enfield,Year ending Mar 2005,Sales,"5,674"
E09000011,Greenwich,Year ending Mar 2005,Sales,"5,347"
E09000012,Hackney,Year ending Mar 2005,Sales,"3,010"
E09000013,Hammersmith and Fulham,Year ending Mar 2005,Sales,"3,420"
E09000014,Haringey,Year ending Mar 2005,Sales,"4,089"
E09000015,Harrow,Year ending Mar 2005,Sales,"3,692"
E09000016,Havering,Year ending Mar 2005,Sales,"4,407"
E09000017,Hillingdon,Year ending Mar 2005,Sales,"4,969"
E09000018,Hounslow,Year ending Mar 2005,Sales,"4,234"
E09000019,Islington,Year ending Mar 2005,Sales,"2,790"
E09000020,Kensington and Chelsea,Year ending Mar 2005,Sales,"3,789"
E09000021,Kingston upon Thames,Year ending Mar 2005,Sales,"3,536"
E09000022,Lambeth,Year ending Mar 2005,Sales,"5,649"
E09000023,Lewisham,Year ending Mar 2005,Sales,"5,434"
E09000024,Merton,Year ending Mar 2005,Sales,"4,254"
E09000025,Newham,Year ending Mar 2005,Sales,"4,305"
E09000026,Redbridge,Year ending Mar 2005,Sales,"5,460"
E09000027,Richmond upon Thames,Year ending Mar 2005,Sales,"4,663"
E09000028,Southwark,Year ending Mar 2005,Sales,"5,018"
E09000029,Sutton,Year ending Mar 2005,Sales,"4,296"
E09000030,Tower Hamlets,Year ending Mar 2005,Sales,"5,659"
E09000031,Waltham Forest,Year ending Mar 2005,Sales,"4,334"
E09000032,Wandsworth,Year ending Mar 2005,Sales,"7,802"
E09000033,Westminster,Year ending Mar 2005,Sales,"4,843"
E12000001,North East,Year ending Mar 2005,Sales,"55,993"
E12000002,North West,Year ending Mar 2005,Sales,"155,312"
E12000003,Yorkshire And The Humber,Year ending Mar 2005,Sales,"112,524"
E12000004,East Midlands,Year ending Mar 2005,Sales,"96,752"
E12000005,West Midlands,Year ending Mar 2005,Sales,"104,662"
E12000006,East of England,Year ending Mar 2005,Sales,"128,967"
E12000007,London,Year ending Mar 2005,Sales,"151,668"
E12000008,South East,Year ending Mar 2005,Sales,"191,167"
E12000009,South West,Year ending Mar 2005,Sales,"115,330"
E92000001,England,Year ending Mar 2005,Sales,"1,112,375"
W92000025,Wales,Year ending Mar 2005,Sales,"52,980"
K04000022,England And Wales,Year ending Mar 2005,Sales,"1,165,355"
E09000001,City of London,Year ending Jun 2005,Sales,298
E09000002,Barking and Dagenham,Year ending Jun 2005,Sales,"2,917"
E09000003,Barnet,Year ending Jun 2005,Sales,"5,677"
E09000004,Bexley,Year ending Jun 2005,Sales,"4,130"
E09000005,Brent,Year ending Jun 2005,Sales,"3,493"
E09000006,Bromley,Year ending Jun 2005,Sales,"6,453"
E09000007,Camden,Year ending Jun 2005,Sales,"3,388"
E09000008,Croydon,Year ending Jun 2005,Sales,"6,592"
E09000009,Ealing,Year ending Jun 2005,Sales,"4,939"
E09000010,Enfield,Year ending Jun 2005,Sales,"5,255"
E09000011,Greenwich,Year ending Jun 2005,Sales,"4,989"
E09000012,Hackney,Year ending Jun 2005,Sales,"2,688"
E09000013,Hammersmith and Fulham,Year ending Jun 2005,Sales,"3,193"
E09000014,Haringey,Year ending Jun 2005,Sales,"3,727"
E09000015,Harrow,Year ending Jun 2005,Sales,"3,329"
E09000016,Havering,Year ending Jun 2005,Sales,"4,089"
E09000017,Hillingdon,Year ending Jun 2005,Sales,"4,581"
E09000018,Hounslow,Year ending Jun 2005,Sales,"3,893"
E09000019,Islington,Year ending Jun 2005,Sales,"2,687"
E09000020,Kensington and Chelsea,Year ending Jun 2005,Sales,"3,552"
E09000021,Kingston upon Thames,Year ending Jun 2005,Sales,"3,229"
E09000022,Lambeth,Year ending Jun 2005,Sales,"5,165"
E09000023,Lewisham,Year ending Jun 2005,Sales,"5,031"
E09000024,Merton,Year ending Jun 2005,Sales,"3,865"
E09000025,Newham,Year ending Jun 2005,Sales,"4,033"
E09000026,Redbridge,Year ending Jun 2005,Sales,"5,023"
E09000027,Richmond upon Thames,Year ending Jun 2005,Sales,"4,225"
E09000028,Southwark,Year ending Jun 2005,Sales,"4,525"
E09000029,Sutton,Year ending Jun 2005,Sales,"3,929"
E09000030,Tower Hamlets,Year ending Jun 2005,Sales,"5,345"
E09000031,Waltham Forest,Year ending Jun 2005,Sales,"3,962"
E09000032,Wandsworth,Year ending Jun 2005,Sales,"7,254"
E09000033,Westminster,Year ending Jun 2005,Sales,"4,696"
E12000001,North East,Year ending Jun 2005,Sales,"51,381"
E12000002,North West,Year ending Jun 2005,Sales,"142,184"
E12000003,Yorkshire And The Humber,Year ending Jun 2005,Sales,"104,414"
E12000004,East Midlands,Year ending Jun 2005,Sales,"87,947"
E12000005,West Midlands,Year ending Jun 2005,Sales,"97,552"
E12000006,East of England,Year ending Jun 2005,Sales,"118,615"
E12000007,London,Year ending Jun 2005,Sales,"140,152"
E12000008,South East,Year ending Jun 2005,Sales,"176,230"
E12000009,South West,Year ending Jun 2005,Sales,"105,721"
E92000001,England,Year ending Jun 2005,Sales,"1,024,196"
W92000026,Wales,Year ending Jun 2005,Sales,"48,193"
K04000023,England And Wales,Year ending Jun 2005,Sales,"1,072,389"
E09000001,City of London,Year ending Sep 2005,Sales,283
E09000002,Barking and Dagenham,Year ending Sep 2005,Sales,"2,825"
E09000003,Barnet,Year ending Sep 2005,Sales,"5,355"
E09000004,Bexley,Year ending Sep 2005,Sales,"3,945"
E09000005,Brent,Year ending Sep 2005,Sales,"3,292"
E09000006,Bromley,Year ending Sep 2005,Sales,"6,186"
E09000007,Camden,Year ending Sep 2005,Sales,"3,235"
E09000008,Croydon,Year ending Sep 2005,Sales,"6,299"
E09000009,Ealing,Year ending Sep 2005,Sales,"4,772"
E09000010,Enfield,Year ending Sep 2005,Sales,"4,953"
E09000011,Greenwich,Year ending Sep 2005,Sales,"4,622"
E09000012,Hackney,Year ending Sep 2005,Sales,"2,562"
E09000013,Hammersmith and Fulham,Year ending Sep 2005,Sales,"3,123"
E09000014,Haringey,Year ending Sep 2005,Sales,"3,527"
E09000015,Harrow,Year ending Sep 2005,Sales,"3,193"
E09000016,Havering,Year ending Sep 2005,Sales,"3,863"
E09000017,Hillingdon,Year ending Sep 2005,Sales,"4,365"
E09000018,Hounslow,Year ending Sep 2005,Sales,"3,617"
E09000019,Islington,Year ending Sep 2005,Sales,"2,756"
E09000020,Kensington and Chelsea,Year ending Sep 2005,Sales,"3,403"
E09000021,Kingston upon Thames,Year ending Sep 2005,Sales,"3,157"
E09000022,Lambeth,Year ending Sep 2005,Sales,"4,986"
E09000023,Lewisham,Year ending Sep 2005,Sales,"4,683"
E09000024,Merton,Year ending Sep 2005,Sales,"3,664"
E09000025,Newham,Year ending Sep 2005,Sales,"3,799"
E09000026,Redbridge,Year ending Sep 2005,Sales,"4,925"
E09000027,Richmond upon Thames,Year ending Sep 2005,Sales,"4,126"
E09000028,Southwark,Year ending Sep 2005,Sales,"4,350"
E09000029,Sutton,Year ending Sep 2005,Sales,"3,717"
E09000030,Tower Hamlets,Year ending Sep 2005,Sales,"4,804"
E09000031,Waltham Forest,Year ending Sep 2005,Sales,"3,972"
E09000032,Wandsworth,Year ending Sep 2005,Sales,"7,101"
E09000033,Westminster,Year ending Sep 2005,Sales,"4,727"
E12000001,North East,Year ending Sep 2005,Sales,"49,180"
E12000002,North West,Year ending Sep 2005,Sales,"134,211"
E12000003,Yorkshire And The Humber,Year ending Sep 2005,Sales,"100,649"
E12000004,East Midlands,Year ending Sep 2005,Sales,"84,499"
E12000005,West Midlands,Year ending Sep 2005,Sales,"93,234"
E12000006,East of England,Year ending Sep 2005,Sales,"113,797"
E12000007,London,Year ending Sep 2005,Sales,"134,187"
E12000008,South East,Year ending Sep 2005,Sales,"168,569"
E12000009,South West,Year ending Sep 2005,Sales,"102,820"
E92000001,England,Year ending Sep 2005,Sales,"981,146"
W92000027,Wales,Year ending Sep 2005,Sales,"46,300"
K04000024,England And Wales,Year ending Sep 2005,Sales,"1,027,446"
E09000001,City of London,Year ending Dec 2005,Sales,306
E09000002,Barking and Dagenham,Year ending Dec 2005,Sales,"2,901"
E09000003,Barnet,Year ending Dec 2005,Sales,"5,459"
E09000004,Bexley,Year ending Dec 2005,Sales,"4,079"
E09000005,Brent,Year ending Dec 2005,Sales,"3,330"
E09000006,Bromley,Year ending Dec 2005,Sales,"6,399"
E09000007,Camden,Year ending Dec 2005,Sales,"3,395"
E09000008,Croydon,Year ending Dec 2005,Sales,"6,339"
E09000009,Ealing,Year ending Dec 2005,Sales,"4,950"
E09000010,Enfield,Year ending Dec 2005,Sales,"5,102"
E09000011,Greenwich,Year ending Dec 2005,Sales,"4,734"
E09000012,Hackney,Year ending Dec 2005,Sales,"2,607"
E09000013,Hammersmith and Fulham,Year ending Dec 2005,Sales,"3,244"
E09000014,Haringey,Year ending Dec 2005,Sales,"3,536"
E09000015,Harrow,Year ending Dec 2005,Sales,"3,313"
E09000016,Havering,Year ending Dec 2005,Sales,"3,989"
E09000017,Hillingdon,Year ending Dec 2005,Sales,"4,504"
E09000018,Hounslow,Year ending Dec 2005,Sales,"3,653"
E09000019,Islington,Year ending Dec 2005,Sales,"3,060"
E09000020,Kensington and Chelsea,Year ending Dec 2005,Sales,"3,408"
E09000021,Kingston upon Thames,Year ending Dec 2005,Sales,"3,228"
E09000022,Lambeth,Year ending Dec 2005,Sales,"5,270"
E09000023,Lewisham,Year ending Dec 2005,Sales,"4,827"
E09000024,Merton,Year ending Dec 2005,Sales,"3,804"
E09000025,Newham,Year ending Dec 2005,Sales,"3,945"
E09000026,Redbridge,Year ending Dec 2005,Sales,"4,923"
E09000027,Richmond upon Thames,Year ending Dec 2005,Sales,"4,315"
E09000028,Southwark,Year ending Dec 2005,Sales,"4,542"
E09000029,Sutton,Year ending Dec 2005,Sales,"3,843"
E09000030,Tower Hamlets,Year ending Dec 2005,Sales,"4,849"
E09000031,Waltham Forest,Year ending Dec 2005,Sales,"4,356"
E09000032,Wandsworth,Year ending Dec 2005,Sales,"7,435"
E09000033,Westminster,Year ending Dec 2005,Sales,"4,984"
E12000001,North East,Year ending Dec 2005,Sales,"50,299"
E12000002,North West,Year ending Dec 2005,Sales,"134,950"
E12000003,Yorkshire And The Humber,Year ending Dec 2005,Sales,"102,841"
E12000004,East Midlands,Year ending Dec 2005,Sales,"87,448"
E12000005,West Midlands,Year ending Dec 2005,Sales,"95,958"
E12000006,East of England,Year ending Dec 2005,Sales,"118,437"
E12000007,London,Year ending Dec 2005,Sales,"138,629"
E12000008,South East,Year ending Dec 2005,Sales,"175,527"
E12000009,South West,Year ending Dec 2005,Sales,"108,456"
E92000001,England,Year ending Dec 2005,Sales,"1,012,545"
W92000028,Wales,Year ending Dec 2005,Sales,"48,033"
K04000025,England And Wales,Year ending Dec 2005,Sales,"1,060,578"
E09000001,City of London,Year ending Mar 2006,Sales,319
E09000002,Barking and Dagenham,Year ending Mar 2006,Sales,"3,098"
E09000003,Barnet,Year ending Mar 2006,Sales,"5,847"
E09000004,Bexley,Year ending Mar 2006,Sales,"4,408"
E09000005,Brent,Year ending Mar 2006,Sales,"3,417"
E09000006,Bromley,Year ending Mar 2006,Sales,"7,042"
E09000007,Camden,Year ending Mar 2006,Sales,"3,686"
E09000008,Croydon,Year ending Mar 2006,Sales,"6,874"
E09000009,Ealing,Year ending Mar 2006,Sales,"5,357"
E09000010,Enfield,Year ending Mar 2006,Sales,"5,540"
E09000011,Greenwich,Year ending Mar 2006,Sales,"4,943"
E09000012,Hackney,Year ending Mar 2006,Sales,"2,934"
E09000013,Hammersmith and Fulham,Year ending Mar 2006,Sales,"3,508"
E09000014,Haringey,Year ending Mar 2006,Sales,"3,825"
E09000015,Harrow,Year ending Mar 2006,Sales,"3,612"
E09000016,Havering,Year ending Mar 2006,Sales,"4,266"
E09000017,Hillingdon,Year ending Mar 2006,Sales,"4,785"
E09000018,Hounslow,Year ending Mar 2006,Sales,"3,941"
E09000019,Islington,Year ending Mar 2006,Sales,"3,356"
E09000020,Kensington and Chelsea,Year ending Mar 2006,Sales,"3,616"
E09000021,Kingston upon Thames,Year ending Mar 2006,Sales,"3,572"
E09000022,Lambeth,Year ending Mar 2006,Sales,"5,652"
E09000023,Lewisham,Year ending Mar 2006,Sales,"5,152"
E09000024,Merton,Year ending Mar 2006,Sales,"4,098"
E09000025,Newham,Year ending Mar 2006,Sales,"4,215"
E09000026,Redbridge,Year ending Mar 2006,Sales,"5,217"
E09000027,Richmond upon Thames,Year ending Mar 2006,Sales,"4,622"
E09000028,Southwark,Year ending Mar 2006,Sales,"4,987"
E09000029,Sutton,Year ending Mar 2006,Sales,"4,149"
E09000030,Tower Hamlets,Year ending Mar 2006,Sales,"4,989"
E09000031,Waltham Forest,Year ending Mar 2006,Sales,"4,679"
E09000032,Wandsworth,Year ending Mar 2006,Sales,"7,979"
E09000033,Westminster,Year ending Mar 2006,Sales,"5,508"
E12000001,North East,Year ending Mar 2006,Sales,"53,638"
E12000002,North West,Year ending Mar 2006,Sales,"143,224"
E12000003,Yorkshire And The Humber,Year ending Mar 2006,Sales,"109,166"
E12000004,East Midlands,Year ending Mar 2006,Sales,"93,633"
E12000005,West Midlands,Year ending Mar 2006,Sales,"102,548"
E12000006,East of England,Year ending Mar 2006,Sales,"127,019"
E12000007,London,Year ending Mar 2006,Sales,"149,193"
E12000008,South East,Year ending Mar 2006,Sales,"189,134"
E12000009,South West,Year ending Mar 2006,Sales,"116,767"
E92000001,England,Year ending Mar 2006,Sales,"1,084,322"
W92000029,Wales,Year ending Mar 2006,Sales,"51,081"
K04000026,England And Wales,Year ending Mar 2006,Sales,"1,135,403"
E09000001,City of London,Year ending Jun 2006,Sales,307
E09000002,Barking and Dagenham,Year ending Jun 2006,Sales,"3,273"
E09000003,Barnet,Year ending Jun 2006,Sales,"6,066"
E09000004,Bexley,Year ending Jun 2006,Sales,"4,608"
E09000005,Brent,Year ending Jun 2006,Sales,"3,593"
E09000006,Bromley,Year ending Jun 2006,Sales,"7,503"
E09000007,Camden,Year ending Jun 2006,Sales,"3,845"
E09000008,Croydon,Year ending Jun 2006,Sales,"7,202"
E09000009,Ealing,Year ending Jun 2006,Sales,"5,627"
E09000010,Enfield,Year ending Jun 2006,Sales,"5,918"
E09000011,Greenwich,Year ending Jun 2006,Sales,"4,893"
E09000012,Hackney,Year ending Jun 2006,Sales,"3,061"
E09000013,Hammersmith and Fulham,Year ending Jun 2006,Sales,"3,802"
E09000014,Haringey,Year ending Jun 2006,Sales,"4,132"
E09000015,Harrow,Year ending Jun 2006,Sales,"3,919"
E09000016,Havering,Year ending Jun 2006,Sales,"4,481"
E09000017,Hillingdon,Year ending Jun 2006,Sales,"5,075"
E09000018,Hounslow,Year ending Jun 2006,Sales,"4,206"
E09000019,Islington,Year ending Jun 2006,Sales,"3,603"
E09000020,Kensington and Chelsea,Year ending Jun 2006,Sales,"3,816"
E09000021,Kingston upon Thames,Year ending Jun 2006,Sales,"3,739"
E09000022,Lambeth,Year ending Jun 2006,Sales,"5,991"
E09000023,Lewisham,Year ending Jun 2006,Sales,"5,432"
E09000024,Merton,Year ending Jun 2006,Sales,"4,408"
E09000025,Newham,Year ending Jun 2006,Sales,"4,286"
E09000026,Redbridge,Year ending Jun 2006,Sales,"5,528"
E09000027,Richmond upon Thames,Year ending Jun 2006,Sales,"4,979"
E09000028,Southwark,Year ending Jun 2006,Sales,"5,258"
E09000029,Sutton,Year ending Jun 2006,Sales,"4,325"
E09000030,Tower Hamlets,Year ending Jun 2006,Sales,"5,201"
E09000031,Waltham Forest,Year ending Jun 2006,Sales,"4,884"
E09000032,Wandsworth,Year ending Jun 2006,Sales,"8,514"
E09000033,Westminster,Year ending Jun 2006,Sales,"5,883"
E12000001,North East,Year ending Jun 2006,Sales,"55,936"
E12000002,North West,Year ending Jun 2006,Sales,"150,168"
E12000003,Yorkshire And The Humber,Year ending Jun 2006,Sales,"115,031"
E12000004,East Midlands,Year ending Jun 2006,Sales,"99,298"
E12000005,West Midlands,Year ending Jun 2006,Sales,"107,499"
E12000006,East of England,Year ending Jun 2006,Sales,"134,844"
E12000007,London,Year ending Jun 2006,Sales,"157,358"
E12000008,South East,Year ending Jun 2006,Sales,"201,471"
E12000009,South West,Year ending Jun 2006,Sales,"125,051"
E92000001,England,Year ending Jun 2006,Sales,"1,146,656"
W92000030,Wales,Year ending Jun 2006,Sales,"53,596"
K04000027,England And Wales,Year ending Jun 2006,Sales,"1,200,252"
E09000001,City of London,Year ending Sep 2006,Sales,295
E09000002,Barking and Dagenham,Year ending Sep 2006,Sales,"3,437"
E09000003,Barnet,Year ending Sep 2006,Sales,"6,509"
E09000004,Bexley,Year ending Sep 2006,Sales,"4,738"
E09000005,Brent,Year ending Sep 2006,Sales,"3,874"
E09000006,Bromley,Year ending Sep 2006,Sales,"8,062"
E09000007,Camden,Year ending Sep 2006,Sales,"4,093"
E09000008,Croydon,Year ending Sep 2006,Sales,"7,620"
E09000009,Ealing,Year ending Sep 2006,Sales,"6,087"
E09000010,Enfield,Year ending Sep 2006,Sales,"6,193"
E09000011,Greenwich,Year ending Sep 2006,Sales,"5,163"
E09000012,Hackney,Year ending Sep 2006,Sales,"3,319"
E09000013,Hammersmith and Fulham,Year ending Sep 2006,Sales,"3,966"
E09000014,Haringey,Year ending Sep 2006,Sales,"4,395"
E09000015,Harrow,Year ending Sep 2006,Sales,"4,148"
E09000016,Havering,Year ending Sep 2006,Sales,"4,750"
E09000017,Hillingdon,Year ending Sep 2006,Sales,"5,297"
E09000018,Hounslow,Year ending Sep 2006,Sales,"4,502"
E09000019,Islington,Year ending Sep 2006,Sales,"3,905"
E09000020,Kensington and Chelsea,Year ending Sep 2006,Sales,"3,996"
E09000021,Kingston upon Thames,Year ending Sep 2006,Sales,"4,014"
E09000022,Lambeth,Year ending Sep 2006,Sales,"6,395"
E09000023,Lewisham,Year ending Sep 2006,Sales,"5,817"
E09000024,Merton,Year ending Sep 2006,Sales,"4,610"
E09000025,Newham,Year ending Sep 2006,Sales,"4,470"
E09000026,Redbridge,Year ending Sep 2006,Sales,"5,606"
E09000027,Richmond upon Thames,Year ending Sep 2006,Sales,"5,248"
E09000028,Southwark,Year ending Sep 2006,Sales,"5,422"
E09000029,Sutton,Year ending Sep 2006,Sales,"4,570"
E09000030,Tower Hamlets,Year ending Sep 2006,Sales,"5,272"
E09000031,Waltham Forest,Year ending Sep 2006,Sales,"4,963"
E09000032,Wandsworth,Year ending Sep 2006,Sales,"8,950"
E09000033,Westminster,Year ending Sep 2006,Sales,"6,086"
E12000001,North East,Year ending Sep 2006,Sales,"58,012"
E12000002,North West,Year ending Sep 2006,Sales,"155,875"
E12000003,Yorkshire And The Humber,Year ending Sep 2006,Sales,"119,794"
E12000004,East Midlands,Year ending Sep 2006,Sales,"103,455"
E12000005,West Midlands,Year ending Sep 2006,Sales,"111,694"
E12000006,East of England,Year ending Sep 2006,Sales,"141,919"
E12000007,London,Year ending Sep 2006,Sales,"165,772"
E12000008,South East,Year ending Sep 2006,Sales,"214,460"
E12000009,South West,Year ending Sep 2006,Sales,"132,993"
E92000001,England,Year ending Sep 2006,Sales,"1,203,974"
W92000031,Wales,Year ending Sep 2006,Sales,"56,294"
K04000028,England And Wales,Year ending Sep 2006,Sales,"1,260,268"
E09000001,City of London,Year ending Dec 2006,Sales,300
E09000002,Barking and Dagenham,Year ending Dec 2006,Sales,"3,682"
E09000003,Barnet,Year ending Dec 2006,Sales,"6,832"
E09000004,Bexley,Year ending Dec 2006,Sales,"5,035"
E09000005,Brent,Year ending Dec 2006,Sales,"4,004"
E09000006,Bromley,Year ending Dec 2006,Sales,"8,472"
E09000007,Camden,Year ending Dec 2006,Sales,"4,210"
E09000008,Croydon,Year ending Dec 2006,Sales,"8,163"
E09000009,Ealing,Year ending Dec 2006,Sales,"6,564"
E09000010,Enfield,Year ending Dec 2006,Sales,"6,376"
E09000011,Greenwich,Year ending Dec 2006,Sales,"5,296"
E09000012,Hackney,Year ending Dec 2006,Sales,"3,479"
E09000013,Hammersmith and Fulham,Year ending Dec 2006,Sales,"4,181"
E09000014,Haringey,Year ending Dec 2006,Sales,"4,672"
E09000015,Harrow,Year ending Dec 2006,Sales,"4,326"
E09000016,Havering,Year ending Dec 2006,Sales,"5,110"
E09000017,Hillingdon,Year ending Dec 2006,Sales,"5,469"
E09000018,Hounslow,Year ending Dec 2006,Sales,"4,803"
E09000019,Islington,Year ending Dec 2006,Sales,"4,031"
E09000020,Kensington and Chelsea,Year ending Dec 2006,Sales,"4,289"
E09000021,Kingston upon Thames,Year ending Dec 2006,Sales,"4,253"
E09000022,Lambeth,Year ending Dec 2006,Sales,"6,695"
E09000023,Lewisham,Year ending Dec 2006,Sales,"6,015"
E09000024,Merton,Year ending Dec 2006,Sales,"4,827"
E09000025,Newham,Year ending Dec 2006,Sales,"4,489"
E09000026,Redbridge,Year ending Dec 2006,Sales,"5,837"
E09000027,Richmond upon Thames,Year ending Dec 2006,Sales,"5,404"
E09000028,Southwark,Year ending Dec 2006,Sales,"5,624"
E09000029,Sutton,Year ending Dec 2006,Sales,"4,820"
E09000030,Tower Hamlets,Year ending Dec 2006,Sales,"5,365"
E09000031,Waltham Forest,Year ending Dec 2006,Sales,"5,064"
E09000032,Wandsworth,Year ending Dec 2006,Sales,"9,445"
E09000033,Westminster,Year ending Dec 2006,Sales,"6,354"
E12000001,North East,Year ending Dec 2006,Sales,"60,651"
E12000002,North West,Year ending Dec 2006,Sales,"164,386"
E12000003,Yorkshire And The Humber,Year ending Dec 2006,Sales,"125,714"
E12000004,East Midlands,Year ending Dec 2006,Sales,"108,735"
E12000005,West Midlands,Year ending Dec 2006,Sales,"117,310"
E12000006,East of England,Year ending Dec 2006,Sales,"149,083"
E12000007,London,Year ending Dec 2006,Sales,"173,486"
E12000008,South East,Year ending Dec 2006,Sales,"224,895"
E12000009,South West,Year ending Dec 2006,Sales,"140,778"
E92000001,England,Year ending Dec 2006,Sales,"1,265,038"
W92000032,Wales,Year ending Dec 2006,Sales,"59,974"
K04000029,England And Wales,Year ending Dec 2006,Sales,"1,325,012"
E09000001,City of London,Year ending Mar 2007,Sales,307
E09000002,Barking and Dagenham,Year ending Mar 2007,Sales,"3,811"
E09000003,Barnet,Year ending Mar 2007,Sales,"7,036"
E09000004,Bexley,Year ending Mar 2007,Sales,"5,199"
E09000005,Brent,Year ending Mar 2007,Sales,"4,220"
E09000006,Bromley,Year ending Mar 2007,Sales,"8,683"
E09000007,Camden,Year ending Mar 2007,Sales,"4,189"
E09000008,Croydon,Year ending Mar 2007,Sales,"8,366"
E09000009,Ealing,Year ending Mar 2007,Sales,"6,844"
E09000010,Enfield,Year ending Mar 2007,Sales,"6,431"
E09000011,Greenwich,Year ending Mar 2007,Sales,"5,452"
E09000012,Hackney,Year ending Mar 2007,Sales,"3,453"
E09000013,Hammersmith and Fulham,Year ending Mar 2007,Sales,"4,299"
E09000014,Haringey,Year ending Mar 2007,Sales,"4,792"
E09000015,Harrow,Year ending Mar 2007,Sales,"4,420"
E09000016,Havering,Year ending Mar 2007,Sales,"5,332"
E09000017,Hillingdon,Year ending Mar 2007,Sales,"5,620"
E09000018,Hounslow,Year ending Mar 2007,Sales,"5,004"
E09000019,Islington,Year ending Mar 2007,Sales,"4,177"
E09000020,Kensington and Chelsea,Year ending Mar 2007,Sales,"4,438"
E09000021,Kingston upon Thames,Year ending Mar 2007,Sales,"4,256"
E09000022,Lambeth,Year ending Mar 2007,Sales,"6,924"
E09000023,Lewisham,Year ending Mar 2007,Sales,"6,281"
E09000024,Merton,Year ending Mar 2007,Sales,"4,875"
E09000025,Newham,Year ending Mar 2007,Sales,"4,518"
E09000026,Redbridge,Year ending Mar 2007,Sales,"5,865"
E09000027,Richmond upon Thames,Year ending Mar 2007,Sales,"5,450"
E09000028,Southwark,Year ending Mar 2007,Sales,"5,559"
E09000029,Sutton,Year ending Mar 2007,Sales,"4,942"
E09000030,Tower Hamlets,Year ending Mar 2007,Sales,"5,469"
E09000031,Waltham Forest,Year ending Mar 2007,Sales,"5,159"
E09000032,Wandsworth,Year ending Mar 2007,Sales,"9,735"
E09000033,Westminster,Year ending Mar 2007,Sales,"6,302"
E12000001,North East,Year ending Mar 2007,Sales,"61,815"
E12000002,North West,Year ending Mar 2007,Sales,"167,644"
E12000003,Yorkshire And The Humber,Year ending Mar 2007,Sales,"128,375"
E12000004,East Midlands,Year ending Mar 2007,Sales,"110,845"
E12000005,West Midlands,Year ending Mar 2007,Sales,"119,155"
